user_id,age,lead_status_score,payment_history_good,time_spent_min,pages_viewed,emails_sent,follow_up_emails,email_intensity,form_submissions,downloads,ctr_product_page,response_time_hours,social_media_engagement,engagement_score,is_mobile,is_tablet,is_desktop,is_organic_lead,is_email_lead,is_referral_lead,is_social_lead,converted_to_paid
9787,28,2,0,29,5,2,10,12,5,3,0.3,5,74,134,0,1,0,0,1,0,0,0
9788,54,0,0,57,6,1,1,2,3,3,0.6,9,177,261,1,0,0,1,0,0,0,0
9789,46,2,1,38,5,5,9,14,0,0,0.4,8,34,82,1,0,0,1,0,0,0,0
9790,50,0,1,45,7,0,0,0,1,1,0.7,7,87,151,0,1,0,1,0,0,0,0
9791,24,2,0,42,10,1,3,4,3,3,0.7,15,24,101,0,0,1,0,0,0,1,0
9792,44,2,0,43,3,6,4,10,0,1,0.4,17,80,131,0,0,1,0,0,0,1,0
9793,33,2,0,10,8,7,4,11,0,2,0.6,15,136,166,0,0,1,1,0,0,0,0
9794,28,0,1,39,7,5,8,13,3,0,0.3,14,44,106,0,1,0,0,0,0,1,0
9795,33,1,1,41,4,7,2,9,2,1,0.4,10,69,126,0,0,1,0,0,1,0,0
9796,39,2,0,15,4,7,10,17,2,2,0.3,16,135,168,1,0,0,1,0,0,0,0
9797,47,0,1,45,10,4,6,10,1,1,0.3,9,184,254,0,1,0,0,0,0,1,0
9798,50,2,0,35,11,7,1,8,0,1,0.3,11,187,246,0,0,1,0,0,0,1,0
9799,30,2,0,57,6,0,5,5,0,2,0.6,14,70,143,0,0,1,0,0,0,1,0
9800,58,2,1,48,11,1,3,4,0,0,0.3,14,28,98,0,0,1,0,0,1,0,0
9801,56,2,1,60,14,9,3,12,1,3,0.5,9,132,229,1,0,0,0,0,1,0,0
9802,39,1,1,36,4,8,6,14,4,2,0.1,20,129,189,1,0,0,1,0,0,0,0
9803,57,1,0,27,9,1,3,4,2,0,0.7,19,97,148,1,0,0,0,0,1,0,0
9804,32,1,0,57,4,9,2,11,1,0,0.2,24,103,171,1,0,0,0,0,0,1,0
9805,52,2,1,33,5,3,1,4,2,2,0.7,22,35,88,0,0,1,0,0,0,1,0
9806,49,0,1,42,11,2,5,7,0,1,0.7,14,72,138,0,1,0,0,1,0,0,0
9807,37,2,1,5,11,6,6,12,3,3,0.7,10,134,176,1,0,0,0,0,0,1,0
9808,32,1,0,46,8,6,6,12,5,0,0.5,14,128,205,0,0,1,0,0,0,1,0
9809,20,2,1,57,9,4,4,8,2,2,0.7,14,40,125,0,0,1,0,0,0,1,0
9810,29,0,1,29,14,7,6,13,4,0,0.5,17,120,189,1,0,0,0,0,0,1,0
9811,48,1,1,5,4,3,6,9,2,3,0.5,16,172,197,0,1,0,0,0,1,0,0
9812,24,1,0,55,6,10,6,16,5,3,0.2,10,137,225,0,1,0,0,1,0,0,0
9813,45,2,1,17,15,8,2,10,5,3,0.6,19,196,264,0,1,0,0,1,0,0,0
9814,58,1,1,51,6,1,1,2,0,2,0.3,5,158,225,1,0,0,0,0,0,1,0
9815,35,0,0,14,8,3,0,3,4,3,0.2,22,163,211,0,1,0,1,0,0,0,0
9816,53,0,0,6,2,7,1,8,3,2,0.2,12,137,160,0,1,0,1,0,0,0,0
9817,41,2,1,41,2,6,2,8,0,0,0.4,12,55,100,0,0,1,0,0,1,0,0
9818,56,1,0,43,6,5,10,15,5,0,0.3,11,198,268,0,0,1,1,0,0,0,0
9819,51,1,0,10,2,4,1,5,4,3,0.4,10,81,113,1,0,0,0,0,0,1,0
9820,49,2,1,26,6,9,8,17,4,3,0.7,15,147,203,0,1,0,0,0,0,1,0
9821,49,1,0,56,7,1,1,2,0,1,0.1,8,180,252,1,0,0,0,1,0,0,0
9822,56,0,0,15,10,0,6,6,1,3,0.6,7,149,193,1,0,0,0,0,1,0,0
9823,22,2,0,10,11,4,10,14,5,1,0.4,16,103,152,0,0,1,0,0,0,1,0
9824,25,1,0,26,14,8,0,8,4,3,0.6,14,161,233,0,1,0,0,0,1,0,0
9825,38,0,1,41,11,7,0,7,4,0,0.1,19,169,244,1,0,0,0,0,0,1,0
9826,49,1,0,26,11,8,3,11,1,1,0.5,9,166,219,0,1,0,1,0,0,0,0
9827,42,1,0,29,8,3,2,5,4,0,0.1,19,42,99,0,0,1,0,1,0,0,0
9828,39,1,0,21,6,2,2,4,3,1,0.8,11,85,129,0,0,1,0,1,0,0,0
9829,45,1,0,29,9,9,9,18,3,2,0.5,9,92,152,0,0,1,0,0,0,1,0
9830,59,2,1,7,2,2,4,6,0,2,0.7,20,106,121,1,0,0,0,0,0,1,0
9831,31,0,1,58,11,3,8,11,0,3,0.2,12,157,243,1,0,0,1,0,0,0,0
9832,46,0,1,48,10,3,8,11,5,0,0.2,20,165,248,1,0,0,0,0,1,0,0
9833,35,0,1,42,3,7,3,10,2,0,0.4,12,20,74,0,0,1,0,0,0,1,0
9834,31,0,0,57,15,10,10,20,3,3,0.7,6,100,202,1,0,0,0,1,0,0,0
9835,59,2,0,14,15,7,5,12,1,2,0.3,2,135,186,1,0,0,0,0,0,1,0
9836,47,1,0,20,9,0,8,8,3,2,0.8,3,81,132,0,0,1,0,0,1,0,0
9837,49,2,0,38,2,2,0,2,5,1,0.3,18,115,174,0,1,0,1,0,0,0,0
9838,44,0,1,25,5,4,7,11,5,1,0.5,9,24,76,0,0,1,0,1,0,0,0
9839,31,0,0,27,9,4,1,5,5,0,0.7,1,149,209,1,0,0,1,0,0,0,0
9840,56,0,1,17,6,1,7,8,3,2,0.7,1,72,114,0,0,1,1,0,0,0,0
9841,26,1,0,16,11,9,6,15,3,1,0.7,8,100,149,0,1,0,0,0,1,0,0
9842,45,0,1,39,2,4,7,11,2,3,0.4,10,82,137,0,1,0,0,0,0,1,0
9843,22,1,0,48,3,8,4,12,4,2,0.2,21,190,260,0,1,0,0,0,1,0,0
9844,35,2,0,57,13,6,6,12,4,2,0.2,21,35,134,0,1,0,0,1,0,0,1
9845,30,2,0,55,7,0,5,5,2,2,0.4,18,145,224,0,0,1,1,0,0,0,0
9846,37,1,0,15,15,8,5,13,1,0,0.2,1,78,126,0,0,1,1,0,0,0,1
9847,60,2,0,16,2,1,7,8,4,3,0.2,1,20,58,0,1,0,1,0,0,0,0
9848,54,0,1,37,14,1,3,4,4,2,0.1,8,195,276,0,1,0,0,0,1,0,0
9849,38,2,1,29,12,4,3,7,2,1,0.4,13,30,91,0,1,0,0,1,0,0,0
9850,24,0,1,21,13,4,0,4,4,2,0.6,18,138,201,1,0,0,1,0,0,0,0
9851,33,0,0,21,8,8,3,11,4,2,0.3,6,74,127,1,0,0,0,0,0,1,0
9852,51,2,0,50,14,7,10,17,5,0,0.5,2,170,263,1,0,0,0,1,0,0,0
9853,46,0,1,47,13,8,7,15,4,0,0.2,10,43,128,0,1,0,0,0,0,1,0
9854,55,0,1,55,4,9,0,9,3,1,0.4,9,149,223,1,0,0,0,1,0,0,0
9855,27,0,0,12,3,0,7,7,2,3,0.3,5,26,56,0,0,1,0,0,0,1,0
9856,43,1,0,21,15,2,6,8,5,0,0.4,10,151,217,0,1,0,0,0,1,0,0
9857,24,2,0,11,14,9,4,13,4,2,0.7,8,155,210,0,0,1,1,0,0,0,0
9858,26,1,1,40,8,0,6,6,3,0,0.4,8,125,190,0,1,0,1,0,0,0,0
9859,52,0,0,17,14,1,2,3,0,0,0.5,12,143,188,0,0,1,0,0,0,1,0
9860,40,1,0,41,3,7,6,13,3,2,0.4,15,58,118,0,1,0,0,0,0,1,0
9861,46,0,1,52,3,6,10,16,5,2,0.2,13,147,224,0,0,1,0,0,1,0,0
9862,48,1,1,21,9,9,4,13,0,2,0.4,13,71,114,1,0,0,0,0,0,1,0
9863,30,2,1,30,7,8,5,13,0,2,0.3,16,199,247,1,0,0,0,0,0,1,0
9864,36,0,0,32,14,3,3,6,1,2,0.2,1,183,250,0,0,1,1,0,0,0,0
9865,33,2,0,41,3,0,3,3,4,2,0.7,7,61,124,0,0,1,0,1,0,0,0
9866,52,2,1,26,14,7,9,16,1,0,0.4,10,37,94,0,1,0,0,0,0,1,0
9867,22,0,0,55,8,9,4,13,2,0,0.8,20,176,253,0,1,0,1,0,0,0,0
9868,49,0,1,48,13,1,9,10,4,2,0.1,6,151,241,1,0,0,1,0,0,0,0
9869,21,0,0,6,5,10,7,17,4,2,0.2,12,49,81,0,0,1,0,0,1,0,0
9870,24,0,0,37,5,2,1,3,3,2,0.7,23,90,150,0,1,0,0,0,0,1,0
9871,60,2,1,23,14,7,9,16,5,1,0.8,9,111,179,0,0,1,0,0,1,0,0
9872,49,0,0,11,2,0,8,8,3,1,0.1,10,34,60,0,0,1,0,1,0,0,0
9873,44,1,0,39,9,4,5,9,3,1,0.6,21,133,201,1,0,0,1,0,0,0,0
9874,41,0,0,24,5,1,10,11,5,1,0.6,6,178,229,0,1,0,1,0,0,0,0
9875,45,1,1,46,6,1,10,11,2,2,0.3,10,79,147,0,0,1,0,0,0,1,0
9876,32,2,0,19,4,3,10,13,4,0,0.2,12,150,189,0,1,0,1,0,0,0,0
9877,45,0,0,59,4,1,1,2,4,2,0.2,8,150,233,0,1,0,0,0,0,1,0
9878,22,2,0,29,7,10,10,20,3,0,0.5,22,37,89,1,0,0,0,1,0,0,0
9879,20,1,0,50,14,10,8,18,1,1,0.7,11,105,188,0,1,0,0,0,1,0,0
9880,36,1,1,7,5,1,10,11,1,2,0.3,2,59,83,0,1,0,0,0,0,1,0
9881,27,1,1,29,8,10,9,19,5,1,0.7,22,53,115,0,0,1,0,1,0,0,0
9882,28,1,0,53,6,1,6,7,1,3,0.3,14,152,226,0,1,0,1,0,0,0,0
9883,40,1,1,24,4,8,5,13,0,3,0.3,18,48,86,1,0,0,0,0,0,1,0
9884,49,1,0,17,13,10,6,16,2,3,0.5,10,186,241,0,1,0,0,1,0,0,0
9885,51,0,1,40,2,9,2,11,5,0,0.1,8,83,142,0,0,1,0,0,1,0,0
9886,49,1,0,7,14,8,4,12,2,0,0.4,3,64,105,1,0,0,0,0,0,1,1
9887,24,2,0,43,9,1,7,8,2,1,0.4,7,37,106,0,0,1,0,0,0,1,0
9888,25,1,1,17,5,6,4,10,2,0,0.2,22,86,119,1,0,0,0,1,0,0,0
9889,55,0,0,57,8,1,4,5,0,3,0.7,9,123,202,1,0,0,0,0,1,0,0
9890,35,2,0,13,15,3,4,7,0,3,0.5,7,179,228,0,1,0,0,1,0,0,0
9891,48,2,0,33,5,3,6,9,2,1,0.3,17,127,178,0,0,1,0,0,1,0,0
9892,28,2,1,24,10,9,4,13,2,0,0.6,6,43,93,1,0,0,0,0,0,1,0
9893,50,2,1,18,7,0,9,9,5,0,0.8,8,46,93,0,0,1,0,0,0,1,0
9894,37,2,1,28,8,7,6,13,1,2,0.8,9,137,188,1,0,0,0,0,1,0,0
9895,30,2,1,6,8,5,8,13,0,0,0.5,24,87,109,0,0,1,0,0,1,0,0
9896,30,1,1,39,11,7,9,16,3,0,0.3,15,133,203,0,1,0,0,0,0,1,0
9897,21,0,0,18,9,0,3,3,5,1,0.2,7,187,240,0,1,0,0,1,0,0,0
9898,58,1,0,23,12,4,8,12,0,1,0.8,6,191,240,1,0,0,1,0,0,0,0
9899,26,0,0,6,10,9,6,15,1,3,0.2,23,26,61,0,0,1,0,0,0,1,0
9900,31,0,0,5,6,1,0,1,4,0,0.6,13,95,124,1,0,0,0,1,0,0,0
9901,38,2,1,60,13,4,9,13,5,2,0.7,11,93,198,0,1,0,0,0,1,0,1
9902,27,0,0,53,10,5,5,10,4,2,0.2,20,131,220,0,0,1,0,1,0,0,0
9903,54,0,1,19,5,9,6,15,4,0,0.3,18,58,99,0,0,1,1,0,0,0,0
9904,45,2,0,53,8,10,9,19,3,3,0.3,24,97,181,0,1,0,0,0,1,0,0
9905,30,0,1,6,5,4,0,4,0,3,0.4,5,163,185,0,1,0,0,0,1,0,0
9906,24,0,0,39,2,8,6,14,3,0,0.6,18,118,170,0,1,0,1,0,0,0,0
9907,20,1,0,20,2,6,8,14,1,1,0.6,8,148,177,0,0,1,1,0,0,0,0
9908,37,2,0,5,2,6,4,10,3,2,0.3,14,87,109,0,0,1,0,1,0,0,0
9909,29,0,1,8,7,8,2,10,3,0,0.6,15,148,179,1,0,0,0,0,0,1,0
9910,48,0,1,54,11,1,2,3,1,2,0.5,8,165,248,0,0,1,0,0,0,1,0
9911,42,1,0,23,3,10,10,20,2,3,0.8,8,128,169,1,0,0,0,0,0,1,0
9912,31,2,1,51,15,10,0,10,5,0,0.3,6,159,255,0,1,0,0,0,1,0,1
9913,33,1,0,8,10,9,3,12,5,3,0.8,20,194,243,1,0,0,0,1,0,0,0
9914,22,0,1,43,8,7,5,12,5,1,0.3,23,38,114,0,1,0,0,0,0,1,0
9915,54,0,0,39,10,3,9,12,2,0,0.8,12,169,234,0,0,1,0,0,1,0,0
9916,33,0,0,56,12,7,10,17,2,0,0.5,12,46,132,0,1,0,0,0,1,0,0
9917,48,0,0,43,2,6,0,6,0,3,0.8,13,166,219,0,1,0,0,0,1,0,0
9918,23,0,1,52,7,10,5,15,3,3,0.7,16,59,140,0,0,1,0,0,0,1,0
9919,60,1,0,26,11,7,10,17,2,2,0.2,23,37,95,0,1,0,0,1,0,0,0
9920,53,1,1,57,12,4,2,6,1,0,0.3,2,144,228,1,0,0,0,1,0,0,0
9921,26,1,0,32,8,0,8,8,1,0,0.6,4,190,241,0,0,1,0,1,0,0,0
9922,44,0,0,13,11,6,10,16,1,1,0.8,21,134,174,1,0,0,0,0,1,0,0
9923,39,2,0,26,8,3,0,3,4,0,0.3,4,99,153,1,0,0,0,1,0,0,0
9924,48,1,0,58,11,7,5,12,5,0,0.6,10,54,149,0,1,0,1,0,0,0,0
9925,23,0,0,38,8,0,1,1,5,1,0.8,5,136,207,0,1,0,0,0,0,1,0
9926,58,2,0,44,4,1,9,10,0,0,0.2,23,79,131,1,0,0,0,1,0,0,0
9927,20,0,1,21,13,4,8,12,1,3,0.3,2,65,121,0,0,1,1,0,0,0,0
9928,23,2,0,21,3,0,8,8,5,1,0.8,17,162,206,0,1,0,0,0,0,1,0
9929,44,1,0,53,3,8,8,16,2,2,0.5,18,111,180,1,0,0,0,0,0,1,0
9930,32,2,1,24,9,6,10,16,4,3,0.6,14,62,122,0,0,1,0,0,0,1,0
9931,35,1,0,49,14,8,0,8,4,3,0.7,16,44,139,1,0,0,0,0,1,0,0
9932,43,0,0,26,4,0,2,2,0,0,0.1,23,119,153,1,0,0,0,0,0,1,0
9933,35,2,0,57,12,10,2,12,0,3,0.6,11,176,263,0,0,1,1,0,0,0,0
9934,32,2,0,25,13,7,4,11,0,3,0.2,8,69,126,0,1,0,0,0,1,0,0
9935,25,0,0,17,7,7,6,13,4,3,0.6,9,163,212,0,0,1,0,0,1,0,0
9936,21,0,1,10,15,1,7,8,4,0,0.6,4,109,161,1,0,0,1,0,0,0,0
9937,46,1,1,44,3,2,8,10,0,1,0.5,12,125,177,0,0,1,0,0,0,1,0
9938,21,0,1,7,7,8,6,14,5,3,0.1,5,101,143,0,0,1,0,0,0,1,0
9939,20,1,1,28,9,5,4,9,2,2,0.6,12,171,227,0,0,1,0,1,0,0,0
9940,41,1,1,27,8,9,4,13,1,2,0.4,13,39,89,1,0,0,0,0,0,1,0
9941,32,1,0,44,6,1,0,1,4,0,0.5,14,182,250,0,0,1,0,0,1,0,0
9942,24,1,1,48,5,1,10,11,3,3,0.7,5,55,128,0,1,0,0,0,0,1,0
9943,34,1,0,59,7,9,4,13,5,3,0.4,1,166,260,1,0,0,0,0,1,0,0
9944,26,0,0,44,7,5,5,10,3,3,0.8,21,101,174,0,0,1,0,0,0,1,0
9945,30,2,1,39,6,10,5,15,5,1,0.7,11,126,194,1,0,0,0,1,0,0,0
9946,30,2,0,10,15,8,7,15,3,1,0.1,5,118,169,1,0,0,0,1,0,0,1
9947,22,0,0,37,9,4,5,9,1,0,0.7,14,71,129,0,1,0,0,0,1,0,0
9948,46,0,0,37,8,6,6,12,4,1,0.7,15,81,148,0,1,0,0,0,0,1,0
9949,52,2,0,27,13,9,1,10,4,1,0.6,1,75,142,0,1,0,0,1,0,0,0
9950,26,1,0,20,6,5,4,9,0,1,0.2,10,26,60,0,0,1,1,0,0,0,0
9951,40,1,1,59,14,9,6,15,3,1,0.1,4,36,134,1,0,0,1,0,0,0,0
9952,40,2,1,50,2,7,0,7,1,2,0.5,20,190,251,1,0,0,0,1,0,0,0
9953,55,2,0,24,12,9,1,10,4,0,0.3,17,159,219,0,1,0,0,1,0,0,0
9954,60,2,0,21,3,9,10,19,2,3,0.3,7,96,135,0,0,1,0,0,1,0,0
9955,32,2,1,57,12,10,3,13,1,3,0.2,5,115,205,0,1,0,1,0,0,0,1
9956,59,2,1,51,3,4,6,10,2,0,0.3,8,197,260,0,1,0,1,0,0,0,0
9957,33,2,0,23,8,1,5,6,5,1,0.3,3,63,119,0,1,0,0,0,1,0,0
9958,54,2,1,40,5,1,1,2,0,3,0.4,7,85,141,0,0,1,0,0,1,0,0
9959,45,0,1,53,14,4,2,6,4,2,0.3,8,198,295,1,0,0,0,1,0,0,0
9960,47,0,1,28,2,2,5,7,5,1,0.5,20,30,79,0,0,1,0,0,1,0,0
9961,27,0,1,54,10,3,7,10,0,1,0.7,9,127,203,0,1,0,0,1,0,0,0
9962,34,1,1,60,4,6,3,9,4,3,0.6,18,133,219,0,1,0,1,0,0,0,0
9963,33,2,0,43,12,3,8,11,2,1,0.2,14,65,140,0,0,1,0,0,1,0,0
9964,26,2,0,6,5,3,9,12,3,2,0.7,5,119,148,1,0,0,0,0,0,1,0
9965,42,2,1,57,6,0,8,8,0,1,0.5,23,49,120,0,1,0,0,0,1,0,0
9966,40,1,1,6,7,7,1,8,0,0,0.6,17,58,78,0,0,1,0,1,0,0,0
9967,31,0,0,34,13,1,7,8,2,2,0.2,18,75,145,0,0,1,1,0,0,0,0
9968,20,0,1,13,3,4,0,4,0,3,0.2,9,104,129,0,0,1,0,0,1,0,0
9969,45,2,0,35,12,6,3,9,0,1,0.4,24,185,246,0,0,1,0,1,0,0,0
9970,40,2,1,45,5,1,1,2,2,3,0.2,22,56,123,0,1,0,1,0,0,0,0
9971,20,2,0,22,15,8,5,13,5,3,0.2,21,172,245,1,0,0,0,0,1,0,0
9972,44,1,0,41,6,0,3,3,1,0,0.8,23,87,143,0,1,0,0,0,1,0,0
9973,33,0,0,27,15,1,10,11,3,2,0.2,20,110,180,1,0,0,0,0,1,0,0
9974,49,2,0,41,5,3,4,7,2,0,0.3,3,125,182,0,1,0,0,1,0,0,0
9975,34,0,0,9,3,5,5,10,2,2,0.2,14,83,108,0,1,0,0,0,0,1,0
9976,24,0,1,31,3,10,8,18,5,2,0.2,6,109,165,0,0,1,1,0,0,0,0
9977,37,0,1,42,7,6,8,14,1,2,0.3,5,141,204,0,0,1,1,0,0,0,0
9978,59,1,1,32,2,4,7,11,5,1,0.2,11,140,193,0,0,1,0,0,0,1,0
9979,43,0,0,5,13,10,10,20,4,1,0.4,20,82,127,0,1,0,0,0,1,0,0
9980,22,2,0,46,2,5,6,11,5,0,0.6,11,128,193,0,1,0,0,0,1,0,0
9981,24,0,1,37,3,4,1,5,5,2,0.7,6,109,171,0,0,1,0,1,0,0,0
9982,33,1,0,24,10,6,6,12,0,1,0.3,19,99,145,1,0,0,0,1,0,0,0
9983,46,2,0,11,3,2,9,11,3,1,0.2,22,178,206,0,1,0,0,1,0,0,0
9984,39,0,0,9,10,9,10,19,5,2,0.8,10,140,188,0,0,1,0,0,1,0,0
9985,58,0,1,11,15,8,3,11,2,2,0.5,6,57,108,1,0,0,0,0,0,1,0
9986,51,2,0,53,2,6,8,14,5,3,0.6,1,114,192,1,0,0,0,1,0,0,0
9987,26,2,0,24,14,0,2,2,2,1,0.6,1,164,224,1,0,0,1,0,0,0,0
9988,54,2,0,22,14,4,3,7,5,3,0.3,19,139,210,1,0,0,0,1,0,0,0
9989,56,0,0,46,12,4,6,10,3,0,0.7,18,164,243,0,1,0,0,1,0,0,0
9990,30,2,0,52,12,2,4,6,1,2,0.5,7,79,162,0,0,1,0,1,0,0,0
9991,36,0,0,8,15,9,9,18,2,3,0.5,10,137,187,0,1,0,0,0,0,1,1
9992,26,1,1,48,7,1,7,8,1,2,0.6,5,153,222,0,0,1,0,0,1,0,0
9993,58,0,0,35,11,8,7,15,2,3,0.2,12,53,122,0,0,1,0,1,0,0,0
9994,40,2,1,24,3,4,10,14,4,3,0.2,3,84,132,0,0,1,0,0,1,0,0
9995,60,2,1,6,2,9,9,18,2,3,0.4,2,130,152,1,0,0,0,0,1,0,0
9996,44,1,1,26,14,9,4,13,4,0,0.3,21,167,233,0,0,1,0,0,0,1,0
9997,28,1,1,16,14,1,8,9,2,2,0.3,6,66,120,0,1,0,0,1,0,0,0
9998,41,2,0,14,9,1,2,3,1,3,0.2,12,181,222,0,0,1,0,0,1,0,0
9999,31,2,0,27,2,0,9,9,4,0,0.8,22,124,167,0,0,1,1,0,0,0,0
10000,60,1,0,33,4,8,8,16,0,1,0.5,9,177,220,0,0,1,0,1,0,0,0
10001,40,1,0,60,5,3,7,10,4,1,0.7,15,194,278,1,0,0,0,1,0,0,0
10002,50,0,0,13,15,1,5,6,1,0,0.2,13,104,150,0,0,1,0,1,0,0,0
10003,24,2,0,27,9,8,0,8,2,3,0.4,10,104,161,0,0,1,0,0,0,1,0
10004,41,0,0,42,10,5,1,6,1,3,0.1,4,59,130,1,0,0,0,1,0,0,0
10005,21,1,1,9,7,10,2,12,5,1,0.7,1,99,139,0,1,0,0,0,0,1,0
10006,58,2,1,52,14,10,10,20,1,0,0.6,16,84,167,0,0,1,0,0,1,0,0
10007,57,1,0,20,15,3,1,4,3,1,0.2,2,92,153,0,0,1,0,0,0,1,0
10008,48,2,1,55,14,9,1,10,2,3,0.8,8,126,221,0,1,0,0,1,0,0,0
10009,44,1,0,6,6,1,5,6,1,1,0.8,23,175,198,1,0,0,0,1,0,0,0
10010,52,2,1,53,6,5,5,10,2,1,0.6,11,103,176,0,0,1,0,0,0,1,0
10011,60,0,0,5,5,8,2,10,4,3,0.3,12,93,126,1,0,0,0,0,1,0,0
10012,34,0,1,6,10,5,1,6,5,1,0.3,19,79,122,1,0,0,1,0,0,0,0
10013,52,2,1,52,9,7,6,13,4,0,0.6,19,110,192,0,1,0,1,0,0,0,0
10014,57,1,0,58,12,3,5,8,4,3,0.3,20,34,134,0,0,1,0,1,0,0,0
10015,20,0,1,18,7,0,5,5,0,1,0.4,20,111,145,1,0,0,0,1,0,0,0
10016,34,2,0,47,15,1,4,5,4,1,0.2,13,53,144,0,1,0,1,0,0,0,0
10017,21,2,0,50,4,3,1,4,2,3,0.3,1,140,210,0,1,0,0,0,0,1,0
10018,59,2,1,34,8,10,5,15,5,1,0.7,21,118,185,0,0,1,0,0,1,0,0
10019,27,2,0,26,3,9,3,12,0,3,0.3,23,89,127,0,1,0,1,0,0,0,0
10020,39,2,0,16,3,2,2,4,0,2,0.4,10,111,137,1,0,0,0,0,1,0,0
10021,35,2,0,56,15,5,0,5,0,1,0.6,14,173,261,0,0,1,1,0,0,0,0
10022,47,2,1,49,14,7,3,10,3,3,0.3,19,110,202,0,1,0,0,0,1,0,0
10023,35,0,1,41,12,6,8,14,3,2,0.6,24,30,108,0,0,1,1,0,0,0,0
10024,59,2,1,43,12,1,10,11,5,3,0.2,12,156,244,0,1,0,0,0,1,0,0
10025,25,1,0,23,11,1,10,11,1,2,0.8,16,191,243,0,0,1,0,0,1,0,0
10026,23,0,0,54,15,6,6,12,2,0,0.1,10,121,211,0,1,0,0,0,0,1,0
10027,28,2,0,25,15,0,1,1,4,1,0.1,18,60,129,0,1,0,1,0,0,0,0
10028,43,1,0,26,12,6,7,13,5,1,0.1,5,142,209,0,1,0,0,0,1,0,0
10029,51,1,1,38,3,8,6,14,3,0,0.5,23,136,189,0,1,0,0,0,0,1,0
10030,38,0,0,14,2,1,4,5,4,3,0.8,1,40,76,0,1,0,1,0,0,0,0
10031,32,0,0,33,5,4,1,5,2,2,0.5,8,68,121,0,0,1,0,1,0,0,0
10032,29,1,0,25,10,7,3,10,5,0,0.6,5,130,190,1,0,0,1,0,0,0,0
10033,44,2,1,19,10,10,2,12,1,1,0.8,18,130,174,0,0,1,0,0,0,1,0
10034,33,1,1,14,11,4,7,11,2,3,0.4,18,135,183,0,0,1,0,0,1,0,0
10035,22,2,1,54,2,2,7,9,5,0,0.6,16,78,151,0,1,0,0,0,0,1,0
10036,35,2,1,32,2,10,1,11,2,0,0.3,19,24,66,0,0,1,0,0,1,0,0
10037,58,2,0,54,12,8,10,18,2,1,0.2,19,22,108,0,1,0,0,1,0,0,0
10038,48,1,1,15,4,4,2,6,0,2,0.8,15,135,162,1,0,0,1,0,0,0,0
10039,41,0,1,19,14,9,6,15,2,0,0.5,11,110,163,1,0,0,0,0,0,1,0
10040,28,2,1,52,3,6,10,16,5,0,0.1,7,136,209,1,0,0,1,0,0,0,0
10041,37,2,1,45,11,10,2,12,1,0,0.6,21,20,90,0,0,1,0,1,0,0,0
10042,40,1,1,34,9,8,3,11,4,1,0.7,18,129,195,0,1,0,1,0,0,0,0
10043,22,1,0,50,15,5,9,14,5,3,0.4,10,37,138,0,0,1,0,0,1,0,0
10044,53,1,1,55,9,8,4,12,1,1,0.3,15,181,259,0,1,0,0,0,1,0,0
10045,46,0,1,9,7,3,8,11,1,1,0.4,10,196,224,0,1,0,0,1,0,0,0
10046,38,0,0,16,14,6,8,14,1,3,0.4,19,108,161,0,0,1,0,1,0,0,0
10047,21,0,0,34,11,8,2,10,3,0,0.2,24,100,165,0,1,0,0,0,0,1,0
10048,34,1,0,51,11,8,10,18,4,0,0.7,19,200,285,0,0,1,0,1,0,0,0
10049,41,1,0,25,10,9,0,9,3,0,0.3,3,149,203,0,1,0,0,1,0,0,0
10050,41,2,1,12,15,3,1,4,0,0,0.7,10,106,148,1,0,0,0,1,0,0,0
10051,35,1,0,43,4,2,8,10,0,1,0.6,18,38,91,0,0,1,0,0,1,0,0
10052,33,2,0,52,13,5,1,6,2,2,0.5,6,126,214,0,1,0,0,0,0,1,0
10053,54,2,0,42,5,2,0,2,5,0,0.1,6,193,260,0,0,1,1,0,0,0,0
10054,23,1,1,44,12,1,6,7,1,2,0.4,4,20,95,0,1,0,0,1,0,0,0
10055,35,2,1,48,2,7,5,12,5,0,0.6,10,40,107,0,1,0,1,0,0,0,0
10056,34,2,1,20,5,9,2,11,0,0,0.6,23,75,105,0,0,1,1,0,0,0,0
10057,58,1,0,32,2,5,1,6,0,3,0.7,6,60,102,0,1,0,0,0,1,0,0
10058,44,2,0,44,13,9,0,9,2,3,0.2,24,23,105,0,0,1,1,0,0,0,0
10059,53,1,1,27,3,6,4,10,4,1,0.1,13,171,218,0,1,0,0,0,1,0,0
10060,40,0,1,37,10,9,2,11,5,1,0.2,21,99,173,0,1,0,0,0,1,0,0
10061,31,2,1,49,15,3,9,12,0,1,0.2,2,126,207,0,1,0,0,0,0,1,0
10062,48,2,1,23,4,10,1,11,4,0,0.2,18,41,84,0,0,1,0,0,0,1,0
10063,60,0,0,11,7,6,9,15,3,3,0.5,7,134,174,0,0,1,1,0,0,0,0
10064,20,0,1,32,4,7,6,13,4,1,0.1,20,80,134,1,0,0,0,1,0,0,0
10065,24,0,1,54,11,1,9,10,4,0,0.2,1,44,132,1,0,0,1,0,0,0,0
10066,51,2,0,18,8,6,6,12,5,2,0.5,20,31,84,0,1,0,0,0,1,0,0
10067,24,0,1,25,6,6,1,7,0,3,0.3,10,83,126,0,0,1,0,1,0,0,0
10068,32,0,0,41,6,5,0,5,4,3,0.8,19,122,193,0,0,1,0,0,0,1,0
